,ID,Destination,Reason for Leaving,Entry_Date,Exit_Date,Duration
21082645,173608,No exit interview,Unknown/Disappeared,2018-11-03,2019-01-03,61 
21083197,496402,Medical facility,Needs could not be met,2018-11-07,2018-11-30,23 
21089105,464836,Incarcerated,Criminal activity / violence,2018-08-02,2018-09-24,53 
21089121,464836,Place not meant for habitation,Needs could not be met,2018-11-07,2018-11-30,23 
21089169,477001,With family permanently,Left for housing opp. before completing program,2018-03-06,2018-07-14,130 
21089193,477001,No exit interview,Unknown/Disappeared,2018-08-16,2018-09-24,39 
21089217,477001,With family temporarily,Needs could not be met,2018-11-05,2018-11-15,10 
21089313,477001,With family permanently,Left for housing opp. before completing program,2018-03-06,2018-07-14,130 
21089337,477001,No exit interview,Unknown/Disappeared,2018-08-16,2018-09-24,39 
21089361,477001,With family temporarily,Needs could not be met,2018-11-05,2018-11-15,10 
21089601,386564,Psychiatric facility,Needs could not be met,2018-09-04,2018-11-08,65 
21089617,386564,Client rental without subsidy,Left for housing opp. before completing program,2018-11-16,2018-11-26,10 
21089633,386564,Psychiatric facility,Needs could not be met,2018-09-04,2018-11-08,65 
21089649,386564,Client rental without subsidy,Left for housing opp. before completing program,2018-11-16,2018-11-26,10 
21102263,251488,Client rental without subsidy,Left for housing opp. before completing program,2015-08-15,2015-11-06,83 
21102303,251488,Client rental with other subsidy,Completed program,2016-06-01,2016-10-30,151 
21102343,251488,Emergency shelter,Non-compliance with program,2017-03-03,2017-10-31,242 
21102383,251488,Place not meant for habitation,Needs could not be met,2018-04-05,2018-07-04,90 
21102423,251488,Client rental with RRH subsidy,Completed program,2018-11-19,2019-04-09,141 
21102663,251488,Client rental without subsidy,Left for housing opp. before completing program,2015-08-15,2015-11-06,83 
21102703,251488,Client rental with other subsidy,Completed program,2016-06-01,2016-10-30,151 
21102743,251488,Emergency shelter,Non-compliance with program,2017-03-03,2017-10-31,242 
21102783,251488,Place not meant for habitation,Needs could not be met,2018-04-05,2018-07-04,90 
21102823,251488,Client rental with RRH subsidy,Completed program,2018-11-19,2019-04-09,141 
21103063,251488,Client rental without subsidy,Left for housing opp. before completing program,2015-08-15,2015-11-06,83 
21103103,251488,Client rental with other subsidy,Completed program,2016-06-01,2016-10-30,151 
21103143,251488,Emergency shelter,Non-compliance with program,2017-03-03,2017-10-31,242 
21103183,251488,Place not meant for habitation,Needs could not be met,2018-04-05,2018-07-04,90 
21103223,251488,Client rental with RRH subsidy,Completed program,2018-11-19,2019-04-09,141 
21103263,419375,With friends temporarily,Other,2016-01-01,2016-01-04,3 
21103317,419375,No exit interview,Unknown/Disappeared,2016-09-12,2016-09-13,1 
21103371,419375,With family temporarily,Other,2017-05-01,2017-05-14,13 
21103425,419375,No exit interview,Unknown/Disappeared,2018-01-01,2018-01-05,4 
21103479,419375,Place not meant for habitation,Needs could not be met,2018-11-15,2018-12-27,42 
21103533,419375,Place not meant for habitation,Non-compliance with program,2019-01-16,2019-03-29,72 
21103911,419375,With friends temporarily,Other,2016-01-01,2016-01-04,3 
21103965,419375,No exit interview,Unknown/Disappeared,2016-09-12,2016-09-13,1 
21104019,419375,With family temporarily,Other,2017-05-01,2017-05-14,13 
21104073,419375,No exit interview,Unknown/Disappeared,2018-01-01,2018-01-05,4 
21104127,419375,Place not meant for habitation,Needs could not be met,2018-11-15,2018-12-27,42 
21104181,419375,Place not meant for habitation,Non-compliance with program,2019-01-16,2019-03-29,72 
21133107,447152,No exit interview,Left for housing opp. before completing program,2017-01-14,2017-02-01,18 
21133155,447152,With family permanently,Non-compliance with program,2017-04-03,2017-09-01,151 
21133203,447152,Client rental without subsidy,Completed program,2018-01-11,2018-04-19,98 
21133251,447152,No exit interview,Unknown/Disappeared,2018-11-19,2018-11-27,8 
21133299,447152,With family temporarily,Reached maximum time allowed,2018-12-23,2019-03-29,96 
21133347,447152,,,2019-06-04,,
21133395,447152,No exit interview,Left for housing opp. before completing program,2017-01-14,2017-02-01,18 
21133443,447152,With family permanently,Non-compliance with program,2017-04-03,2017-09-01,151 
21133491,447152,Client rental without subsidy,Completed program,2018-01-11,2018-04-19,98 
21133539,447152,No exit interview,Unknown/Disappeared,2018-11-19,2018-11-27,8 
21133587,447152,With family temporarily,Reached maximum time allowed,2018-12-23,2019-03-29,96 
21133635,447152,,,2019-06-04,,
21133683,447152,No exit interview,Left for housing opp. before completing program,2017-01-14,2017-02-01,18 
21133731,447152,With family permanently,Non-compliance with program,2017-04-03,2017-09-01,151 
21133779,447152,Client rental without subsidy,Completed program,2018-01-11,2018-04-19,98 
21133827,447152,No exit interview,Unknown/Disappeared,2018-11-19,2018-11-27,8 
21133875,447152,With family temporarily,Reached maximum time allowed,2018-12-23,2019-03-29,96 
21133923,447152,,,2019-06-04,,
21134547,447152,No exit interview,Left for housing opp. before completing program,2017-01-14,2017-02-01,18 
21134595,447152,With family permanently,Non-compliance with program,2017-04-03,2017-09-01,151 
21134643,447152,Client rental without subsidy,Completed program,2018-01-11,2018-04-19,98 
21134691,447152,No exit interview,Unknown/Disappeared,2018-11-19,2018-11-27,8 
21134739,447152,With family temporarily,Reached maximum time allowed,2018-12-23,2019-03-29,96 
21134787,447152,,,2019-06-04,,
21134835,301121,Client rental with other subsidy,Completed program,2016-06-06,2016-10-06,122 
21134862,301121,Client rental without subsidy,Completed program,2017-07-20,2017-07-28,8 
21134889,301121,Transitional homeless housing,Completed program,2018-11-15,2019-07-01,228 
21134916,301121,Client rental with other subsidy,Completed program,2016-06-06,2016-10-06,122 
21134943,301121,Client rental without subsidy,Completed program,2017-07-20,2017-07-28,8 
21134970,301121,Transitional homeless housing,Completed program,2018-11-15,2019-07-01,228 
21134997,301121,Client rental with other subsidy,Completed program,2016-06-06,2016-10-06,122 
21135024,301121,Client rental without subsidy,Completed program,2017-07-20,2017-07-28,8 
21135051,301121,Transitional homeless housing,Completed program,2018-11-15,2019-07-01,228 
21157030,124639,Data not collected,Completed program,2015-11-23,2016-03-01,99 
21157054,124639,With family temporarily,Other,2017-05-01,2017-07-25,85 
21157078,124639,,,2018-11-14,,
21157246,360593,No exit interview,Unknown/Disappeared,2018-05-01,2018-05-23,22 
21157270,360593,No exit interview,Unknown/Disappeared,2018-08-13,2018-08-22,9 
21157294,360593,With friends temporarily,Non-compliance with program,2018-11-12,2018-11-30,18 
21157462,394826,Client rental without subsidy,Completed program,2015-08-15,2016-02-24,193 
21157488,394826,No exit interview,Unknown/Disappeared,2018-11-19,2019-05-26,188 
21157514,394826,Client rental without subsidy,Completed program,2015-08-15,2016-02-24,193 
21157540,394826,No exit interview,Unknown/Disappeared,2018-11-19,2019-05-26,188 
21157566,402258,With friends temporarily,Other,2015-08-15,2015-08-18,3 
21157647,402258,Medical facility,Other,2015-08-19,2015-08-26,7 
21157728,402258,With friends temporarily,Other,2015-08-27,2016-01-21,147 
21157809,402258,Medical facility,Other,2016-01-22,2016-04-07,76 
21157890,402258,Medical facility,Other,2016-04-18,2016-04-23,5 
21157971,402258,With friends temporarily,Other,2016-04-26,2016-05-24,28 
21158052,402258,Medical facility,Other,2016-05-24,2016-06-20,27 
21158133,402258,Data not collected,Left for housing opp. before completing program,2016-06-21,2016-11-03,135 
21158214,402258,Client rental with other subsidy,Completed program,2018-11-23,2019-05-20,178 
21163398,402258,With friends temporarily,Other,2015-08-15,2015-08-18,3 
21163479,402258,Medical facility,Other,2015-08-19,2015-08-26,7 
21163560,402258,With friends temporarily,Other,2015-08-27,2016-01-21,147 
21163641,402258,Medical facility,Other,2016-01-22,2016-04-07,76 
21163722,402258,Medical facility,Other,2016-04-18,2016-04-23,5 
21163803,402258,With friends temporarily,Other,2016-04-26,2016-05-24,28 
21163884,402258,Medical facility,Other,2016-05-24,2016-06-20,27 
21163965,402258,Data not collected,Left for housing opp. before completing program,2016-06-21,2016-11-03,135 
21164046,402258,Client rental with other subsidy,Completed program,2018-11-23,2019-05-20,178 
21164127,110973,No exit interview,Non-compliance with program,2017-07-25,2017-10-15,82 
21164154,110973,With friends temporarily,Non-compliance with program,2017-11-10,2018-03-05,115 
21164181,110973,Client rental with RRH subsidy,Completed program,2018-11-26,2019-05-24,179 
21164289,110973,No exit interview,Non-compliance with program,2017-07-25,2017-10-15,82 
21164316,110973,With friends temporarily,Non-compliance with program,2017-11-10,2018-03-05,115 
21164343,110973,Client rental with RRH subsidy,Completed program,2018-11-26,2019-05-24,179 
21164370,497056,No exit interview,Unknown/Disappeared,2018-11-15,2018-12-17,32 
21164378,373728,With friends temporarily,Other,2015-11-16,2015-12-02,16 
21164504,373728,With friends temporarily,Other,2015-12-28,2016-01-01,4 
21164630,373728,With friends temporarily,Other,2016-01-18,2016-02-02,15 
21164756,373728,With friends temporarily,Other,2016-03-14,2016-04-06,23 
21164882,373728,With friends temporarily,Other,2016-04-18,2016-04-30,12 
21165008,373728,With friends temporarily,Other,2016-05-16,2016-06-01,16 
21165134,373728,With friends temporarily,Other,2016-06-20,2016-07-01,11 
21165260,373728,Data not collected,Unknown/Disappeared,2016-07-18,2016-09-05,49 
21165386,373728,Data not collected,Unknown/Disappeared,2016-09-12,2016-11-09,58 
21165512,373728,No exit interview,Unknown/Disappeared,2016-11-14,2016-12-01,17 
21165638,373728,No exit interview,Unknown/Disappeared,2016-12-15,2016-12-27,12 
21165764,373728,No exit interview,Unknown/Disappeared,2017-01-23,2017-02-01,9 
21165890,373728,No exit interview,Unknown/Disappeared,2017-11-24,2018-01-17,54 
21166016,373728,No exit interview,Unknown/Disappeared,2018-11-26,2018-12-20,24 
21185546,373728,With friends temporarily,Other,2015-11-16,2015-12-02,16 
21185672,373728,With friends temporarily,Other,2015-12-28,2016-01-01,4 
21185798,373728,With friends temporarily,Other,2016-01-18,2016-02-02,15 
21185924,373728,With friends temporarily,Other,2016-03-14,2016-04-06,23 
21186050,373728,With friends temporarily,Other,2016-04-18,2016-04-30,12 
21186176,373728,With friends temporarily,Other,2016-05-16,2016-06-01,16 
21186302,373728,With friends temporarily,Other,2016-06-20,2016-07-01,11 
21186428,373728,Data not collected,Unknown/Disappeared,2016-07-18,2016-09-05,49 
21186554,373728,Data not collected,Unknown/Disappeared,2016-09-12,2016-11-09,58 
21186680,373728,No exit interview,Unknown/Disappeared,2016-11-14,2016-12-01,17 
21186806,373728,No exit interview,Unknown/Disappeared,2016-12-15,2016-12-27,12 
21186932,373728,No exit interview,Unknown/Disappeared,2017-01-23,2017-02-01,9 
21187058,373728,No exit interview,Unknown/Disappeared,2017-11-24,2018-01-17,54 
21187184,373728,No exit interview,Unknown/Disappeared,2018-11-26,2018-12-20,24 
21189074,67984,With friends temporarily,Other,2016-03-17,2016-03-18,1 
21189262,67984,With friends temporarily,Other,2016-03-19,2016-04-15,27 
21189450,67984,No exit interview,Criminal activity / violence,2016-04-18,2016-05-20,32 
21189638,67984,No exit interview,Unknown/Disappeared,2016-12-02,2016-12-05,3 
21189826,67984,No exit interview,Unknown/Disappeared,2016-12-06,2017-01-18,43 
21190014,67984,No exit interview,Unknown/Disappeared,2017-01-28,2017-02-01,4 
21190202,67984,With family temporarily,Other,2017-02-20,2017-02-24,4 
21190390,67984,With family temporarily,Other,2017-04-24,2017-04-25,1 
21190578,67984,Place not meant for habitation,Non-compliance with program,2017-08-14,2017-08-14,0 
21190766,67984,No exit interview,Unknown/Disappeared,2018-03-02,2018-03-12,10 
21190954,67984,With friends temporarily,Non-compliance with program,2018-11-26,2018-11-30,4 
21191142,67984,Place not meant for habitation,Non-compliance with program,2019-01-15,2019-01-30,15 
21191330,67984,With friends temporarily,Other,2016-03-17,2016-03-18,1 
21191518,67984,With friends temporarily,Other,2016-03-19,2016-04-15,27 
21191706,67984,No exit interview,Criminal activity / violence,2016-04-18,2016-05-20,32 
21191894,67984,No exit interview,Unknown/Disappeared,2016-12-02,2016-12-05,3 
21192082,67984,No exit interview,Unknown/Disappeared,2016-12-06,2017-01-18,43 
21192270,67984,No exit interview,Unknown/Disappeared,2017-01-28,2017-02-01,4 
21192458,67984,With family temporarily,Other,2017-02-20,2017-02-24,4 
21192646,67984,With family temporarily,Other,2017-04-24,2017-04-25,1 
21192834,67984,Place not meant for habitation,Non-compliance with program,2017-08-14,2017-08-14,0 
21193022,67984,No exit interview,Unknown/Disappeared,2018-03-02,2018-03-12,10 
21193210,67984,With friends temporarily,Non-compliance with program,2018-11-26,2018-11-30,4 
21193398,67984,Place not meant for habitation,Non-compliance with program,2019-01-15,2019-01-30,15 
21195842,67984,With friends temporarily,Other,2016-03-17,2016-03-18,1 
21196030,67984,With friends temporarily,Other,2016-03-19,2016-04-15,27 
21196218,67984,No exit interview,Criminal activity / violence,2016-04-18,2016-05-20,32 
21196406,67984,No exit interview,Unknown/Disappeared,2016-12-02,2016-12-05,3 
21196594,67984,No exit interview,Unknown/Disappeared,2016-12-06,2017-01-18,43 
21196782,67984,No exit interview,Unknown/Disappeared,2017-01-28,2017-02-01,4 
21196970,67984,With family temporarily,Other,2017-02-20,2017-02-24,4 
21197158,67984,With family temporarily,Other,2017-04-24,2017-04-25,1 
21197346,67984,Place not meant for habitation,Non-compliance with program,2017-08-14,2017-08-14,0 
21197534,67984,No exit interview,Unknown/Disappeared,2018-03-02,2018-03-12,10 
21197722,67984,With friends temporarily,Non-compliance with program,2018-11-26,2018-11-30,4 
21197910,67984,Place not meant for habitation,Non-compliance with program,2019-01-15,2019-01-30,15 
21207122,67984,With friends temporarily,Other,2016-03-17,2016-03-18,1 
21207310,67984,With friends temporarily,Other,2016-03-19,2016-04-15,27 
21207498,67984,No exit interview,Criminal activity / violence,2016-04-18,2016-05-20,32 
21207686,67984,No exit interview,Unknown/Disappeared,2016-12-02,2016-12-05,3 
21207874,67984,No exit interview,Unknown/Disappeared,2016-12-06,2017-01-18,43 
21208062,67984,No exit interview,Unknown/Disappeared,2017-01-28,2017-02-01,4 
21208250,67984,With family temporarily,Other,2017-02-20,2017-02-24,4 
